id,sura_id,index,text,juz,page
1539,11,62,قَالَ يَٰقَوْمِ أَرَٰٓيْتُمُۥٓ إِن كُنتُ عَلَىٰ بَيِّنَةٖ مِّن رَّبِّے وَءَات۪يٰنِے مِنْهُ رَحْمَةٗ فَمَنْ يَّنصُرُنِے مِنَ اَ۬للَّهِ إِنْ عَصَيْتُهُۥۖ فَمَا تَزِيدُونَنِے غَيْرَ تَخْسِيرٖۖ,12,229
1540,11,63,وَيَٰقَوْمِ هَٰذِهِۦ نَاقَةُ اُ۬للَّهِ لَكُمُۥٓ ءَايَةٗۖ فَذَرُوهَا تَاكُلْ فِےٓ أَرْضِ اِ۬للَّهِۖ وَلَا تَمَسُّوهَا بِسُوٓءٖ فَيَاخُذَكُمْ عَذَابٞ قَرِيبٞۖ,12,229
1541,11,64,فَعَقَرُوهَا فَقَالَ تَمَتَّعُواْ فِے د۪ارِكُمْ ثَلَٰثَةَ أَيَّامٖۖ ذَٰلِكَ وَعْدٌ غَيْرُ مَكْذُوبٖۖ,12,229
1542,11,65,فَلَمَّا جَآءَ امْرُنَا نَجَّيْنَا صَٰلِحاٗ وَالذِينَ ءَامَنُواْ مَعَهُۥ بِرَحْمَةٖ مِّنَّا وَمِنْ خِزْيِ يَوْمَئِذٍۖ اِنَّ رَبَّكَ هُوَ اَ۬لْقَوِيُّ اُ۬لْعَزِيزُۖ,12,229
1543,11,66,وَأَخَذَ اَ۬لذِينَ ظَلَمُواْ اُ۬لصَّيْحَةُ فَأَصْبَحُواْ فِے دِيٰ۪رِهِمْ جَٰثِمِينَ,12,229
1544,11,67,كَأَن لَّمْ يَغْنَوْاْ فِيهَآۖ أَلَآ إِنَّ ثَمُوداٗ كَفَرُواْ رَبَّهُمُۥٓۖ أَلَا بُعْداٗ لِّثَمُودَۖ,12,229
1545,11,68,وَلَقَدْ جَآءَتْ رُسُلُنَآ إِبْرَٰهِيمَ بِالْبُشْر۪ىٰ قَالُواْ سَلَٰماٗۖ قَالَ سَلَٰمٞۖ فَمَا لَبِثَ أَن جَآءَ بِعِجْلٍ حَنِيذٖۖ,12,229
1546,11,69,فَلَمَّا ر۪ء۪آ أَيْدِيَهُمْ لَا تَصِلُ إِلَيْهِ نَكِرَهُمْ وَأَوْجَسَ مِنْهُمْ خِيفَةٗۖ قَالُواْ لَا تَخَفِۖ اِنَّآ أُرْسِلْنَآ إِلَىٰ قَوْمِ لُوطٖۖ,12,229
1547,11,70,وَامْرَأَتُهُۥ قَآئِمَةٞ فَضَحِكَتْۖ فَبَشَّرْنَٰهَا بِإِسْحَٰقَۖ وَمِنْ وَّرَآءِ اسْحَٰقَ يَعْقُوبُۖ,12,229
1548,11,71,قَالَتْ يَٰوَيْلَت۪ىٰٓ ءَالِدُ وَأَنَا عَجُوزٞ وَهَٰذَا بَعْلِے شَيْخاًۖ اِنَّ هَٰذَا لَشَےْءٌ عَجِيبٞۖ,12,230
1549,11,72,۞ قَالُوٓاْ أَتَعْجَبِينَ مِنَ اَمْرِ اِ۬للَّهِۖ رَحْمَتُ اُ۬للَّهِ وَبَرَكَٰتُهُۥ عَلَيْكُمُۥٓ أَهْلَ اَ۬لْبَيْتِۖ إِنَّهُۥ حَمِيدٞ مَّجِيدٞۖ,12,230
1550,11,73,فَلَمَّا ذَهَبَ عَنِ اِبْرَٰهِيمَ اَ۬لرَّوْعُ وَجَآءَتْهُ اُ۬لْبُشْر۪ىٰ يُجَٰدِلُنَا فِے قَوْمِ لُوطٍۖ,12,230
1551,11,74,اِنَّ إِبْرَٰهِيمَ لَحَلِيمٌ اَوَّٰهٞ مُّنِيبٞۖ,12,230
1552,11,75,يَٰٓإِبْرَٰهِيمُ أَعْرِضْ عَنْ هَٰذَآۖ إِنَّهُۥ قَدْ جَآءَ امْرُ رَبِّكَۖ وَإِنَّهُمُۥٓ ءَاتِيهِمْ عَذَابٌ غَيْرُ مَرْدُودٖۖ,12,230
1553,11,76,وَلَمَّا جَآءَتْ رُسُلُنَا لُوطاٗ س۬ےٓءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعاٗ وَقَالَ هَٰذَا يَوْمٌ عَصِيبٞۖ,12,230
1554,11,77,وَجَآءَهُۥ قَوْمُهُۥ يُهْرَعُونَ إِلَيْهِ وَمِن قَبْلُ كَانُواْ يَعْمَلُونَ اَ۬لسَّيِّـَٔاتِۖ قَالَ يَٰقَوْمِ هَٰٓؤُلَآءِ بَنَاتِے هُنَّ أَطْهَرُ لَكُمْ فَاتَّقُواْ اُ۬للَّهَ وَلَا تُخْزُونِ فِے ضَيْفِيَۖ أَلَيْسَ مِنكُمْ رَجُلٞ رَّشِيدٞۖ,12,230
1555,11,78,قَالُواْ لَقَدْ عَلِمْتَ مَا لَنَا فِے بَنَاتِكَ مِنْ حَقّٖ وَإِنَّكَ لَتَعْلَمُ مَا نُرِيدُۖ,12,230
1556,11,79,قَالَ لَوَ اَنَّ لِے بِكُمْ قُوَّةً اَوَ اٰوِےٓ إِلَىٰ رُكْنٖ شَدِيدٖۖ,12,230
1557,11,80,قَالُواْ يَٰلُوطُ إِنَّا رُسُلُ رَبِّكَ لَنْ يَّصِلُوٓاْ إِلَيْكَۖ فَاسْرِ بِأَهْلِكَ بِقِطْعٖ مِّنَ اَ۬ليْلِ وَلَا يَلْتَفِتْ مِنكُمُۥٓ أَحَدٌ اِلَّا اَ۪مْرَأَتَكَۖ إِنَّهُۥ مُصِيبُهَا مَآ أَصَابَهُمُۥٓۖ إِنَّ مَوْعِدَهُمُ اُ۬لصُّبْحُۖ أَلَيْسَ اَ۬لصُّبْحُ بِقَرِيبٖۖ,12,230
1558,11,81,فَلَمَّا جَآءَ امْرُنَا جَعَلْنَا عَٰلِيَهَا سَافِلَهَا وَأَمْطَرْنَا عَلَيْهَا حِجَارَةٗ مِّن سِجِّيلٖ,12,231
1559,11,82,مَّنضُودٖ مُّسَوَّمَةً عِندَ رَبِّكَۖ وَمَا هِيَ مِنَ اَ۬لظَّٰلِمِينَ بِبَعِيدٖۖ,12,231
1560,11,83,۞ وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْباٗۖ قَالَ يَٰقَوْمِ اِ۟عْبُدُواْ اُ۬للَّهَ مَا لَكُم مِّنِ اِلَٰهٍ غَيْرُهُۥۖ وَلَا تَنقُصُواْ اُ۬لْمِكْيَالَ وَالْمِيزَانَۖ إِنِّيَ أَر۪يٰكُم بِخَيْرٖ وَإِنِّيَ أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٖ مُّحِيطٖۖ,12,231
1561,11,84,وَيَٰقَوْمِ أَوْفُواْ اُ۬لْمِكْيَالَ وَالْمِيزَانَ بِالْقِسْطِۖ وَلَا تَبْخَسُواْ اُ۬لنَّاسَ أَشْيَآءَهُمْ وَلَا تَعْثَوْاْ فِے اِ۬لَارْضِ مُفْسِدِينَۖ,12,231
1562,11,85,بَقِيَّتُ اُ۬للَّهِ خَيْرٞ لَّكُمُۥٓ إِن كُنتُم مُّومِنِينَۖ,12,231
1563,11,86,وَمَآ أَنَا عَلَيْكُم بِحَفِيظٖۖ,12,231
1564,11,87,قَالُواْ يَٰشُعَيْبُ أَصَلَوَٰتُكَ تَامُرُكَ أَن نَّتْرُكَ مَا يَعْبُدُ ءَابَآؤُنَآ أَوَ اَن نَّفْعَلَ فِےٓ أَمْوَٰلِنَا مَا نَشَٰٓؤُاْۖ اِ۪نَّكَ لَأَنتَ اَ۬لْحَلِيمُ اُ۬لرَّشِيدُۖ,12,231
1565,11,88,قَالَ يَٰقَوْمِ أَرَٰٓيْتُمُۥٓ إِن كُنتُ عَلَىٰ بَيِّنَةٖ مِّن رَّبِّے وَرَزَقَنِے مِنْهُ رِزْقاً حَسَناٗۖ وَمَآ أُرِيدُ أَنُ ا۟خَالِفَكُمُۥٓ إِلَىٰ مَآ أَنْه۪يٰكُمْ عَنْهُۖ إِنُ ا۟رِيدُ إِلَّا اَ۬لِاصْلَٰحَ مَا اَ۪سْتَطَعْتُۖ وَمَا تَوْفِيقِيَ إِلَّا بِاللَّهِۖ عَلَيْهِ تَوَكَّلْتُۖ وَإِلَيْهِ أُنِيبُۖ,12,231
1566,11,89,وَيَٰقَوْمِ لَا يَجْرِمَنَّكُمْ شِقَاقِيَ أَنْ يُّصِيبَكُم مِّثْلُ مَآ أَصَابَ قَوْمَ نُوحٍ اَوْ قَوْمَ هُودٍ اَوْ قَوْمَ صَٰلِحٖۖ وَمَا قَوْمُ لُوطٖ مِّنكُم بِبَعِيدٖۖ,12,232
1567,11,90,وَاسْتَغْفِرُواْ رَبَّكُمْ ثُمَّ تُوبُوٓاْ إِلَيْهِۖ إِنَّ رَبِّے رَحِيمٞ وَدُودٞۖ,12,232
1568,11,91,قَالُواْ يَٰشُعَيْبُ مَا نَفْقَهُ كَثِيراٗ مِّمَّا تَقُولُ وَإِنَّا لَنَر۪يٰكَ فِينَا ضَعِيفاٗ وَلَوْلَا رَهْطُكَ لَرَجَمْنَٰكَ وَمَآ أَنتَ عَلَيْنَا بِعَزِيزٖۖ,12,232
1569,11,92,قَالَ يَٰقَوْمِ أَرَهْطِيَ أَعَزُّ عَلَيْكُم مِّنَ اَ۬للَّهِ وَاتَّخَذتُّمُوهُ وَرَآءَكُمْ ظِهْرِيّاًۖ اِنَّ رَبِّے بِمَا تَعْمَلُونَ مُحِيطٞۖ,12,232
1570,11,93,۞ وَيَٰقَوْمِ اِ۪عْمَلُواْ عَلَىٰ مَكَانَتِكُمُۥٓ إِنِّے عَٰمِلٞۖ سَوْفَ تَعْلَمُونَ مَنْ يَّاتِيهِ عَذَابٞ يُخْزِيهِ وَمَنْ هُوَ كَٰذِبٞۖ وَارْتَقِبُوٓاْۖ إِنِّے مَعَكُمْ رَقِيبٞۖ,12,232
1571,11,94,وَلَمَّا جَآءَ امْرُنَا نَجَّيْنَا شُعَيْباٗ وَالذِينَ ءَامَنُواْ مَعَهُۥ بِرَحْمَةٖ مِّنَّاۖ وَأَخَذَتِ اِ۬لذِينَ ظَلَمُواْ اُ۬لصَّيْحَةُ فَأَصْبَحُواْ فِے دِيٰ۪رِهِمْ جَٰثِمِينَ,12,232
1572,11,95,كَأَن لَّمْ يَغْنَوْاْ فِيهَآۖ أَلَا بُعْداٗ لِّمَدْيَنَ كَمَا بَعِدَتْ ثَمُودُۖ,12,232
1573,11,96,وَلَقَدَ اَرْسَلْنَا مُوس۪ىٰ بِـَٔايَٰتِنَا وَسُلْطَٰنٖ مُّبِينٍ,12,232
1574,11,97,اِلَىٰ فِرْعَوْنَ وَمَلَإِيْهِۦ فَاتَّبَعُوٓاْ أَمْرَ فِرْعَوْنَۖ وَمَآ أَمْرُ فِرْعَوْنَ بِرَشِيدٖۖ,12,232
1575,11,98,يَقْدُمُ قَوْمَهُۥ يَوْمَ اَ۬لْقِيَٰمَةِ فَأَوْرَدَهُمُ اُ۬لنَّارَۖ وَبِيسَ اَ۬لْوِرْدُ اُ۬لْمَوْرُودُۖ,12,233
1576,11,99,وَأُتْبِعُواْ فِے هَٰذِهِۦ لَعْنَةٗ وَيَوْمَ اَ۬لْقِيَٰمَةِۖ بِيسَ اَ۬لرِّفْدُ اُ۬لْمَرْفُودُۖ,12,233
1577,11,100,ذَٰلِكَ مِنَ اَنۢبَآءِ اِ۬لْقُر۪ىٰ نَقُصُّهُۥ عَلَيْكَ مِنْهَا قَآئِمٞ وَحَصِيدٞۖ,12,233
1578,11,101,وَمَا ظَلَمْنَٰهُمْ وَلَٰكِن ظَلَمُوٓاْ أَنفُسَهُمْۖ فَمَآ أَغْنَتْ عَنْهُمُۥٓ ءَالِهَتُهُمُ اُ۬لتِے يَدْعُونَ مِن دُونِ اِ۬للَّهِ مِن شَےْءٖ لَّمَّا جَآءَ امْرُ رَبِّكَۖ وَمَا زَادُوهُمْ غَيْرَ تَتْبِيبٖۖ,12,233
1579,11,102,وَكَذَٰلِكَ أَخْذُ رَبِّكَ إِذَآ أَخَذَ اَ۬لْقُر۪ىٰ وَهِيَ ظَالِمَةٌۖ اِنَّ أَخْذَهُۥٓ أَلِيمٞ شَدِيدٌۖ,12,233
1580,11,103,اِنَّ فِے ذَٰلِكَ لَأٓيَةٗ لِّمَنْ خَافَ عَذَابَ اَ۬لَاخِرَةِۖ ذَٰلِكَ يَوْمٞ مَّجْمُوعٞ لَّهُ اُ۬لنَّاسُۖ وَذَٰلِكَ يَوْمٞ مَّشْهُودٞۖ,12,233
1581,11,104,وَمَا نُوَ۬خِّرُهُۥٓ إِلَّا لِأَجَلٖ مَّعْدُودٖۖ,12,233
1582,11,105,۞ يَوْمَ يَاتِۦ لَا تَكَلَّمُ نَفْسٌ اِلَّا بِإِذْنِهِۦۖ فَمِنْهُمْ شَقِيّٞ وَسَعِيدٞۖ,12,233
1583,11,106,فَأَمَّا اَ۬لذِينَ شَقُواْ فَفِے اِ۬لنّ۪ارِ لَهُمْ فِيهَا زَفِيرٞ وَشَهِيقٌ,12,233
1584,11,107,خَٰلِدِينَ فِيهَا مَا دَامَتِ اِ۬لسَّمَٰوَٰتُ وَالَارْضُ إِلَّا مَا شَآءَ رَبُّكَۖ إِنَّ رَبَّكَ فَعَّالٞ لِّمَا يُرِيدُۖ,12,233
1585,11,108,وَأَمَّا اَ۬لذِينَ سَعِدُواْ فَفِے اِ۬لْجَنَّةِ خَٰلِدِينَ فِيهَا مَا دَامَتِ اِ۬لسَّمَٰوَٰتُ وَالَارْضُ إِلَّا مَا شَآءَ رَبُّكَۖ عَطَآءً غَيْرَ مَجْذُوذٖۖ,12,233
1586,11,109,فَلَا تَكُ فِے مِرْيَةٖ مِّمَّا يَعْبُدُ هَٰٓؤُلَآءِۖ مَا يَعْبُدُونَ إِلَّا كَمَا يَعْبُدُ ءَابَآؤُهُم مِّن قَبْلُۖ وَإِنَّا لَمُوَفُّوهُمْ نَصِيبَهُمْ غَيْرَ مَنقُوصٖۖ,12,234
1587,11,110,وَلَقَدَ اٰتَيْنَا مُوسَى اَ۬لْكِتَٰبَ فَاخْتُلِفَ فِيهِۖ وَلَوْلَا كَلِمَةٞ سَبَقَتْ مِن رَّبِّكَ لَقُضِيَ بَيْنَهُمْۖ وَإِنَّهُمْ لَفِے شَكّٖ مِّنْهُ مُرِيبٖۖ,12,234
1588,11,111,وَإِن كُلّاٗ لَّمَا لَيُوَفِّيَنَّهُمْ رَبُّكَ أَعْمَٰلَهُمُۥٓۖ إِنَّهُۥ بِمَا يَعْمَلُونَ خَبِيرٞۖ,12,234
1589,11,112,فَاسْتَقِمْ كَمَآ أُمِرْتَ وَمَن تَابَ مَعَكَ وَلَا تَطْغَوِاْۖ اِنَّهُۥ بِمَا تَعْمَلُونَ بَصِيرٞۖ,12,234
1590,11,113,وَلَا تَرْكَنُوٓاْ إِلَى اَ۬لذِينَ ظَلَمُواْ فَتَمَسَّكُمُ اُ۬لنَّارُۖ وَمَا لَكُم مِّن دُونِ اِ۬للَّهِ مِنَ اَوْلِيَآءَۖ ثُمَّ لَا تُنصَرُونَۖ,12,234
1591,11,114,وَأَقِمِ اِ۬لصَّلَوٰةَ طَرَفَيِ اِ۬لنَّه۪ارِ وَزُلَفاٗ مِّنَ اَ۬ليْلِۖ إِنَّ اَ۬لْحَسَنَٰتِ يُذْهِبْنَ اَ۬لسَّيِّـَٔاتِۖ ذَٰلِكَ ذِكْر۪ىٰ لِلذَّٰكِرِينَۖ,12,234
1592,11,115,وَاصْبِرْۖ فَإِنَّ اَ۬للَّهَ لَا يُضِيعُ أَجْرَ اَ۬لْمُحْسِنِينَۖ,12,234
1593,11,116,فَلَوْلَا كَانَ مِنَ اَ۬لْقُرُونِ مِن قَبْلِكُمُۥٓ أُوْلُواْ بَقِيَّةٖ يَنْهَوْنَ عَنِ اِ۬لْفَسَادِ فِے اِ۬لَارْضِ إِلَّا قَلِيلاٗ مِّمَّنَ اَنجَيْنَا مِنْهُمْۖ وَاتَّبَعَ اَ۬لذِينَ ظَلَمُواْ مَآ أُتْرِفُواْ فِيهِ وَكَانُواْ مُجْرِمِينَۖ,12,234
1594,11,117,۞ وَمَا كَانَ رَبُّكَ لِيُهْلِكَ اَ۬لْقُر۪ىٰ بِظُلْمٖ وَأَهْلُهَا مُصْلِحُونَۖ,12,234
1595,11,118,وَلَوْ شَآءَ رَبُّكَ لَجَعَلَ اَ۬لنَّاسَ أُمَّةٗ وَٰحِدَةٗۖ وَلَا يَزَالُونَ مُخْتَلِفِينَ إِلَّا مَن رَّحِمَ رَبُّكَۖ وَلِذَٰلِكَ خَلَقَهُمْۖ وَتَمَّتْ كَلِمَةُ رَبِّكَ لَأَمْلَأَنَّ جَهَنَّمَ مِنَ اَ۬لْجِنَّةِ وَالنَّاسِ أَجْمَعِينَۖ,12,235
1596,11,119,وَكُلّاٗ نَّقُصُّ عَلَيْكَ مِنَ اَنۢبَآءِ اِ۬لرُّسُلِ مَا نُثَبِّتُ بِهِۦ فُؤَادَكَۖ وَجَآءَكَ فِے هَٰذِهِ اِ۬لْحَقُّ وَمَوْعِظَةٞ وَذِكْر۪ىٰ لِلْمُومِنِينَۖ,12,235
1597,11,120,وَقُل لِّلذِينَ لَا يُومِنُونَ اَ۪عْمَلُواْ عَلَىٰ مَكَانَتِكُمُۥٓ إِنَّا عَٰمِلُونَ وَانتَظِرُوٓاْ إِنَّا مُنتَظِرُونَۖ,12,235
1598,11,121,وَلِلهِ غَيْبُ اُ۬لسَّمَٰوَٰتِ وَالَارْضِۖ وَإِلَيْهِ يُرْجَعُ اُ۬لَامْرُ كُلُّهُۥۖ فَاعْبُدْهُ وَتَوَكَّلْ عَلَيْهِۖ وَمَا رَبُّكَ بِغَٰفِلٍ عَمَّا تَعْمَلُونَۖ,12,235
1599,12,1,أَلَٓر۪ۖ تِلْكَ ءَايَٰتُ اُ۬لْكِتَٰبِ اِ۬لْمُبِينِۖ,12,235
1600,12,2,إِنَّآ أَنزَلْنَٰهُ قُرْءَٰناً عَرَبِيّاٗ لَّعَلَّكُمْ تَعْقِلُونَۖ,12,235
1601,12,3,نَحْنُ نَقُصُّ عَلَيْكَ أَحْسَنَ اَ۬لْقَصَصِ بِمَآ أَوْحَيْنَآ إِلَيْكَ هَٰذَا اَ۬لْقُرْءَانَ وَإِن كُنتَ مِن قَبْلِهِۦ لَمِنَ اَ۬لْغَٰفِلِينَۖ,12,235
1602,12,4,إِذْ قَالَ يُوسُفُ لِأَبِيهِ يَٰٓأَبَتِ إِنِّے رَأَيْتُ أَحَدَ عَشَرَ كَوْكَباٗ وَالشَّمْسَ وَالْقَمَرَۖ رَأَيْتُهُمْ لِے سَٰجِدِينَۖ,12,235
1603,12,5,قَالَ يَٰبُنَيِّ لَا تَقْصُصْ رُءْي۪اكَ عَلَىٰٓ إِخْوَتِكَ فَيَكِيدُواْ لَكَ كَيْداًۖ اِنَّ اَ۬لشَّيْطَٰنَ لِلِانسَٰنِ عَدُوّٞ مُّبِينٞۖ,12,236
1604,12,6,وَكَذَٰلِكَ يَجْتَبِيكَ رَبُّكَ وَيُعَلِّمُكَ مِن تَاوِيلِ اِ۬لَاحَادِيثِۖ وَيُتِمُّ نِعْمَتَهُۥ عَلَيْكَ وَعَلَىٰٓ ءَالِ يَعْقُوبَ كَمَآ أَتَمَّهَا عَلَىٰٓ أَبَوَيْكَ مِن قَبْلُ إِبْرَٰهِيمَ وَإِسْحَٰقَۖ إِنَّ رَبَّكَ عَلِيمٌ حَكِيمٞۖ,12,236
1605,12,7,لَّقَدْ كَانَ فِے يُوسُفَ وَإِخْوَتِهِۦٓ ءَايَٰتٞ لِّلسَّآئِلِينَۖ,12,236
1606,12,8,إِذْ قَالُواْ لَيُوسُفُ وَأَخُوهُ أَحَبُّ إِلَىٰٓ أَبِينَا مِنَّا وَنَحْنُ عُصْبَةٌۖ اِنَّ أَبَانَا لَفِے ضَلَٰلٖ مُّبِينٍۖ,12,236
1607,12,9,اُ۟قْتُلُواْ يُوسُفَ أَوِ اِ۪طْرَحُوهُ أَرْضاٗ يَخْلُ لَكُمْ وَجْهُ أَبِيكُمْ وَتَكُونُواْ مِنۢ بَعْدِهِۦ قَوْماٗ صَٰلِحِينَۖ,12,236
1608,12,10,۞ قَالَ قَآئِلٞ مِّنْهُمْ لَا تَقْتُلُواْ يُوسُفَ وَأَلْقُوهُ فِے غَيَٰبَٰتِ اِ۬لْجُبِّ يَلْتَقِطْهُ بَعْضُ اُ۬لسَّيَّارَةِ إِن كُنتُمْ فَٰعِلِينَۖ,12,236
1609,12,11,قَالُواْ يَٰٓأَبَانَا مَا لَكَ لَا تَامَ۬نَّا عَلَىٰ يُوسُفَ وَإِنَّا لَهُۥ لَنَٰصِحُونَۖ,12,236
1610,12,12,أَرْسِلْهُ مَعَنَا غَداٗ يَرْتَعِ وَيَلْعَبْ وَإِنَّا لَهُۥ لَحَٰفِظُونَۖ,12,236
1611,12,13,قَالَ إِنِّے لَيُحْزِنُنِيَ أَن تَذْهَبُواْ بِهِۦ وَأَخَافُ أَنْ يَّاكُلَهُ اُ۬لذِّيبُ وَأَنتُمْ عَنْهُ غَٰفِلُونَۖ,12,236
1612,12,14,قَالُواْ لَئِنَ اَكَلَهُ اُ۬لذِّيبُ وَنَحْنُ عُصْبَةٌ اِنَّآ إِذاٗ لَّخَٰسِرُونَۖ,12,236
1613,12,15,فَلَمَّا ذَهَبُواْ بِهِۦ وَأَجْمَعُوٓاْ أَنْ يَّجْعَلُوهُ فِے غَيَٰبَٰتِ اِ۬لْجُبِّ وَأَوْحَيْنَآ إِلَيْهِ لَتُنَبِّئَنَّهُم بِأَمْرِهِمْ هَٰذَا وَهُمْ لَا يَشْعُرُونَۖ,12,237
1614,12,16,وَجَآءُوٓ أَبَاهُمْ عِشَآءٗ يَبْكُونَ,12,237
1615,12,17,قَالُواْ يَٰٓأَبَانَآ إِنَّا ذَهَبْنَا نَسْتَبِقُ وَتَرَكْنَا يُوسُفَ عِندَ مَتَٰعِنَا فَأَكَلَهُ اُ۬لذِّيبُۖ وَمَآ أَنتَ بِمُومِنٖ لَّنَا وَلَوْ كُنَّا صَٰدِقِينَۖ,12,237
1616,12,18,وَجَآءُو عَلَىٰ قَمِيصِهِۦ بِدَمٖ كَذِبٖۖ قَالَ بَلْ سَوَّلَتْ لَكُمُۥٓ أَنفُسُكُمُۥٓ أَمْراٗۖ فَصَبْرٞ جَمِيلٞۖ وَاللَّهُ اُ۬لْمُسْتَعَانُ عَلَىٰ مَا تَصِفُونَۖ,12,237
1617,12,19,وَجَآءَتْ سَيَّارَةٞ فَأَرْسَلُواْ وَارِدَهُمْ فَأَدْل۪ىٰ دَلْوَهُۥ قَالَ يَٰبُشْرٰ۪يَ هَٰذَا غُلَٰمٞۖ وَأَسَرُّوهُ بِضَٰعَةٗۖ وَاللَّهُ عَلِيمُۢ بِمَا يَعْمَلُونَۖ,12,237
1618,12,20,وَشَرَوْهُ بِثَمَنِۢ بَخْسٖ دَرَٰهِمَ مَعْدُودَةٖ وَكَانُواْ فِيهِ مِنَ اَ۬لزَّٰهِدِينَۖ,12,237
1619,12,21,وَقَالَ اَ۬لذِے اِ۪شْتَر۪يٰهُ مِن مِّصْرَ لِامْرَأَتِهِۦٓ أَكْرِمِے مَثْو۪يٰهُ عَس۪ىٰٓ أَنْ يَّنفَعَنَآ أَوْ نَتَّخِذَهُۥ وَلَداٗۖ وَكَذَٰلِكَ مَكَّنَّا لِيُوسُفَ فِے اِ۬لَارْضِ وَلِنُعَلِّمَهُۥ مِن تَاوِيلِ اِ۬لَاحَادِيثِۖ وَاللَّهُ غَالِبٌ عَلَىٰٓ أَمْرِهِۦۖ وَلَٰكِنَّ أَكْثَرَ اَ۬لنَّاسِ لَا يَعْلَمُونَۖ,12,237
1620,12,22,وَلَمَّا بَلَغَ أَشُدَّهُۥٓ ءَاتَيْنَٰهُ حُكْماٗ وَعِلْماٗۖ وَكَذَٰلِكَ نَجْزِے اِ۬لْمُحْسِنِينَۖ,12,237
1621,12,23,۞ وَرَٰوَدَتْهُ اُ۬لتِے هُوَ فِے بَيْتِهَا عَن نَّفْسِهِۦ وَغَلَّقَتِ اِ۬لَابْوَٰبَ وَقَالَتْ هِيتَ لَكَۖ قَالَ مَعَاذَ اَ۬للَّهِۖ إِنَّهُۥ رَبِّيَ أَحْسَنَ مَثْو۪ايَۖ إِنَّهُۥ لَا يُفْلِحُ اُ۬لظَّٰلِمُونَۖ,12,238
1622,12,24,وَلَقَدْ هَمَّتْ بِهِۦۖ وَهَمَّ بِهَا لَوْلَآ أَن رّ۪ء۪ا بُرْهَٰنَ رَبِّهِۦۖ كَذَٰلِكَ لِنَصْرِفَ عَنْهُ اُ۬لسُّوٓءَ وَالْفَحْشَآءَۖ ا۪نَّهُۥ مِنْ عِبَادِنَا اَ۬لْمُخْلَصِينَۖ,12,238
1623,12,25,وَاسْتَبَقَا اَ۬لْبَابَ وَقَدَّتْ قَمِيصَهُۥ مِن دُبُرٖ وَأَلْفَيَا سَيِّدَهَا لَدَا اَ۬لْبَابِۖ قَالَتْ مَا جَزَآءُ مَنَ اَرَادَ بِأَهْلِكَ سُوٓءاً اِلَّآ أَنْ يُّسْجَنَ أَوْ عَذَابٌ اَلِيمٞۖ,12,238
1624,12,26,قَالَ هِيَ رَٰوَدَتْنِے عَن نَّفْسِےۖ وَشَهِدَ شَاهِدٞ مِّنَ اَهْلِهَآ إِن كَانَ قَمِيصُهُۥ قُدَّ مِن قُبُلٖ فَصَدَقَتْ وَهُوَ مِنَ اَ۬لْكَٰذِبِينَ,12,238
1625,12,27,وَإِن كَانَ قَمِيصُهُۥ قُدَّ مِن دُبُرٖ فَكَذَبَتْۖ وَهُوَ مِنَ اَ۬لصَّٰدِقِينَۖ,12,238
1626,12,28,فَلَمَّا ر۪ء۪ا قَمِيصَهُۥ قُدَّ مِن دُبُرٖ قَالَ إِنَّهُۥ مِن كَيْدِكُنَّ إِنَّ كَيْدَكُنَّ عَظِيمٞۖ,12,238
1627,12,29,يُوسُفُ أَعْرِضْ عَنْ هَٰذَاۖ وَاسْتَغْفِرِے لِذَنۢبِكِ إِنَّكِ كُنتِ مِنَ اَ۬لْخَاطِـِٕينَۖ,12,238
1628,12,30,وَقَالَ نِسْوَةٞ فِے اِ۬لْمَدِينَةِ اِ۪مْرَأَتُ اُ۬لْعَزِيزِ تُرَٰوِدُ فَت۪يٰهَا عَن نَّفْسِهِۦ قَدْ شَغَفَهَا حُبّاًۖ اِنَّا لَنَر۪يٰهَا فِے ضَلَٰلٖ مُّبِينٖۖ,12,238
1629,12,31,فَلَمَّا سَمِعَتْ بِمَكْرِهِنَّ أَرْسَلَتِ اِلَيْهِنَّ وَأَعْتَدَتْ لَهُنَّ مُتَّكَـٔاٗ وَءَاتَتْ كُلَّ وَٰحِدَةٖ مِّنْهُنَّ سِكِّيناٗ وَقَالَتُ اُ۟خْرُجْ عَلَيْهِنَّۖ فَلَمَّا رَأَيْنَهُۥٓ أَكْبَرْنَهُۥ وَقَطَّعْنَ أَيْدِيَهُنَّ وَقُلْنَ حَٰشَ لِلهِ مَا هَٰذَا بَشَراًۖ اِنْ هَٰذَآ إِلَّا مَلَكٞ كَرِيمٞۖ,12,239
1630,12,32,قَالَتْ فَذَٰلِكُنَّ اَ۬لذِے لُمْتُنَّنِے فِيهِۖ وَلَقَدْ رَٰوَدتُّهُۥ عَن نَّفْسِهِۦ فَاسْتَعْصَمَۖ وَلَئِن لَّمْ يَفْعَلْ مَآ ءَامُرُهُۥ لَيُسْجَنَنَّ وَلَيَكُوناٗ مِّنَ اَ۬لصَّٰغِرِينَۖ,12,239
